topic_id,search_term,title,summary,keywords,published_date,link,source,sentiment,polarity,scraped_at
1,private credit,"Nuveen Private Capital, Hunter Point Capital and Temasek Announce Strategic Partnership - PR Newswire","HPC and Temasek are making minority investments in Nuveen Private Capital and Temasek will provide long-term capital commitments to the platform's new and existing strategies.
Nuveen Private Capital was formed in March 2023 following Nuveen's majority acquisition of Arcmont, which, in combination with Churchill, created an $87 billion private capital platform and one of the world's leading private credit managers.
""Welcoming Hunter Point Capital and Temasek is a point of pride and a testament to the deep bench of talent that has quickly propelled Nuveen Private Capital to become one of the leading private credit platforms in the world,"" said Bill Huffman, Nuveen Chief Executive Officer and Chairman of Nuveen Private Capital.
About Nuveen Private Capital Backed by TIAA, Nuveen Private Capital (NPC) is an $87 billion private capital platform and one of the world's largest private debt managers.
About Hunter Point Capital Hunter Point Capital is a leading independent investment firm providing capital solutions to alternative asset managers that are poised to build enduring franchises and define the next generation of leading investment firms across the globe.","capital, announce, private, nuveen, temasek, point, hunter, strategic, partnership, investment, asset, management, managers, solutions, investors, global, billion, platform, leading, 2025, s, churchill, arcmont, equity, deep, capital's, email, protected, alternative, singapore, firms, executive, deliver, expertise, growth",2025-09-03,https://www.prnewswire.com/news-releases/nuveen-private-capital-hunter-point-capital-and-temasek-announce-strategic-partnership-302544469.html,pr newswire,positive,0.9342,2025-09-04 09:28:40
2,securities tokenization,Galaxy Digital Announces Stock Tokenization on Solana: First of Many? - Yahoo Finance,"Through a partnership with fintech firm Superstate, Galaxy’s Class A common shares can now be tokenized and held on Solana.
A First in Tokenized Public Equities Unlike earlier tokenized stock products, which often use synthetic models without issuer involvement, Galaxy’s shares are directly tokenized.
Each transfer on-chain will update the official shareholder registry in real time, making the tokens legally recognized Galaxy shares.
A Bigger Bet on Solana Galaxy revealed last month that it is reportedly building a $1 billion Solana treasury, which would make it one of the largest SOL holders worldwide, about three times bigger than the current leader, Upexi.
Read original story Galaxy Digital Announces Stock Tokenization on Solana: First of Many?","announces, tokenization, galaxy, solana, digital, stock, tokenized, superstate, shares, firm, company, blockchain, galaxy’s, investors, sol, crypto, sec-registered, directly, major, public, transfer, making, markets, adoption, rules, bigger, article, investment, led, mike, novogratz, publicly, traded, tokenize, equity",2025-09-03,https://finance.yahoo.com/news/galaxy-digital-announces-stock-tokenization-130713754.html,yahoo finance,positive,0.8889,2025-09-04 09:33:29
2,securities tokenization,"MEXC Joins Ondo Global Markets Alliance and Lists Tokenized Stocks with $150,000 Reward Pool Event - GlobeNewswire","VICTORIA, Seychelles, Sept. 03, 2025 (GLOBE NEWSWIRE) -- MEXC, a leading global cryptocurrency exchange, has joined the Ondo Global Markets Alliance and has listed tokenized stocks on September 3, 2025.
To celebrate the listing, MEXC has launched a $150,000 reward pool event, offering users the opportunity to earn rewards in the form of Ondo tokenized stocks.
This partnership aims to empower global users with broader access to tokenized stocks and to support more flexible, diversified participation in global financial markets.
Additionally, the Ondo Global Markets Lucky Wheel event runs from September 3 to October 2, 2025 (10:00 UTC).
About Ondo Finance Ondo is a blockchain technology company.","joins, lists, reward, pool, global, ondo, mexc, markets, tokenized, stocks, alliance, 000, event, 150, finance, users, access, on-chain, offering, investors, trading, 2025, assets, providing, market, committed, s, crypto, leading, listed, listing, partnership, broader, support, flexible",2025-09-03,https://www.globenewswire.com/news-release/2025/09/03/3143748/0/en/MEXC-Joins-Ondo-Global-Markets-Alliance-and-Lists-Tokenized-Stocks-with-150-000-Reward-Pool-Event.html,globenewswire,positive,0.9284,2025-09-04 09:35:46
3, stock tokenization,DeFi Protocol Ondo Finance Puts 100 Tokenized Stocks on Ethereum - Yahoo Finance,"Ondo Finance, a decentralized finance-focused asset manager and tech firm, has rolled out tokenized versions of more than 100 U.S.-listed stocks, ETFs, and other equities on Ethereum.
“Ondo tokenized stocks are fully backed and secured by U.S. stocks and ETFs held at one or more U.S.-registered broker-dealers and cash in transit,” the company said in its announcement.
Ondo Finance is an Etheruem DeFi project that’s focused on the tokenization space.
Trading platform Robinhood made waves in early July when its tokenized stock offerings included private companies—namely OpenAI and SpaceX.
Ondo is planning to expand beyond Ethereum and to bring tokenized assets to BNB Chain, Solana, and Ondo Chain.","defi, protocol, puts, ondo, tokenized, stocks, finance, ethereum, 100, s, assets, crypto, asset, company, stock, wallet, etfs, offering, global, announcement, backed, held, team, licenses, tokens, companies, robinhood, openai, chain, decentralized, finance-focused, manager, tech, firm, rolled",2025-09-03,https://finance.yahoo.com/news/defi-protocol-ondo-finance-puts-191807701.html,yahoo finance,positive,0.8545,2025-09-04 09:38:47
3, stock tokenization,Galaxy and Superstate Launch GLXY Tokenized Public Shares on Solana - PR Newswire,"These are not derivatives or representations; they are Galaxy Digital Class A Common Stock, with all the rights that confers.
""Our goal is a tokenized equity that brings the best of crypto – transparency, programmability, and composability – into the traditional world.
Galaxy's tokenized shares will be available to approved KYC'd investors who can hold and transfer them within their own crypto wallets.
About Superstate Superstate is a financial technology firm reshaping public capital markets.
Caution About Forward-Looking Statements: The information in this document may contain ""forward-looking statements"" within the meaning of Section 27A of the Securities Act of 1933, as amended, Section 21E of the Securities Exchange Act of 1934, as amended and ""forward-looking information"" under Canadian securities laws (collectively, ""forward-looking statements"").","launch, solana, galaxy, superstate, tokenized, shares, public, glxy, forward-looking, statements, galaxy's, equity, digital, onchain, information, securities, opening, bell, future, tokenization, sec-registered, 2025, infrastructure, crypto, major, assets, company, platform, capital, market, include, risks, actual, materially, blockchain",2025-09-03,https://www.prnewswire.com/news-releases/galaxy-and-superstate-launch-glxy-tokenized-public-shares-on-solana-302544834.html,pr newswire,positive,0.8703,2025-09-04 09:39:00
5, tokenized equity,Galaxy Digital Stock Is Trending Wednesday: What's Going On? - Galaxy Digital (NASDAQ:GLXY) - Benzinga,"Galaxy Digital Inc GLXY shares are trending on Wednesday after the company announced the launch of tokenized shares on Solana SOL/USD.
What Happened: Galaxy Digital said it partnered with Superstate to allow shareholders to tokenize and hold Galaxy shares onchain, marking the first time a public company has tokenized equity directly on a major blockchain.
And we’re taking part in building a model that can scale, not just for Galaxy, but for the market more broadly.” Galaxy shares will be available for tokenization through Superstate’s Opening Bell platform, effective immediately.
An ETF will likely hold shares in many liquid and large companies that help track that sector, allowing an investor to gain exposure to the trends within that segment.
GLXY Price Action: Galaxy Digital shares were up 3.77% at $25.07 at the time of publication Wednesday, according to Benzinga Pro.","galaxy, digital, nasdaq, glxy, stock, trending, shares, company, tokenized, superstate, onchain, hold, equity, directly, companies, tokenization, we’re, market, traditional, platform, share, gain, fund, etf, sector, announced, launch, solana, sol, usd, happened, partnered, shareholders, tokenize, marking",2025-09-03,https://www.benzinga.com/trading-ideas/movers/25/09/47480760/galaxy-digital-stock-is-trending-wednesday-whats-going-on,benzinga,positive,0.9335,2025-09-04 09:54:29
1,private credit,Nuveen partners with Hunter Point and Temasek for private credit push - Yahoo Finance,"(Reuters) -Investment manager Nuveen's private debt arm has partnered with Hunter Point Capital and Temasek, the company said on Wednesday, as it furthers its push into the fast-growing slice of corporate financing market.
Under the agreement, Hunter Point and Temasek will make minority investments in Nuveen Private Capital.
Persistently high market volatility and interest rates have constrained the lending capacities of banks, creating a funding gap that is now being filled by private credit providers.
With $87 billion under management today, Nuveen Private Capital finances deals across the U.S. and Europe via its Churchill and Arcmont Asset Management arms.
Hunter Point is a private equity firm launched by Bennett Goodman, who co-founded Blackstone's credit arm GSO Capital Partners, now known as Blackstone Credit.","partners, private, nuveen, hunter, point, temasek, credit, push, capital, management, firm, investment, nuveen's, arm, market, provide, banks, billion, s, arcmont, asset, manager, debt, partnered, company, furthers, fast-growing, slice, corporate, financing, agreement, minority, investments, singapore-based, long-term",2025-09-03,https://finance.yahoo.com/news/nuveen-partners-hunter-point-temasek-114215037.html,yahoo finance,negative,-0.3027,2025-09-05 09:26:59
1,private credit,2 Funds Star in Debut of Morningstar Medalist Ratings for Semiliquid Funds - Morningstar,"Semiliquid funds have received their first-ever Morningstar Medalist Ratings, and two funds stood above the rest.
Below is a full recap of the funds’ ratings: What Are Semiliquid Funds?
Semiliquid funds—including interval funds, tender offer funds, unlisted business development companies, and unlisted REITs—limit investors to periodic, and often capped, withdrawals.
Why Morningstar Is Rating Semiliquid Funds Semiliquid funds have grown to over $400 billion as investors seek broader access to private markets.
What Set Apart Pimco’s Interval Funds Investors expect something in return for less flexibility when investing in semiliquid funds.","funds, star, debut, morningstar, ratings, semiliquid, medalist, private, fund, fund’s, income, interval, investors, capital, debt, managers, assets, group, credit, portfolio, kkr, process, leverage, team, pimco, flexible, liquidity, public, risk, 2025, municipal, strategy, share, market, securities",2025-09-03,https://www.morningstar.com/funds/2-funds-star-debut-morningstar-medalist-ratings-semiliquid-funds,morningstar,positive,0.432,2025-09-05 09:31:11
2,securities tokenization,"Bitget, Bitget Wallet Launch Trading Of 100 Tokenized Stocks, ETFs Via Ondo Finance - Benzinga","Bitget and Bitget Wallet have launched trading support for more than 100 tokenized real-world assets (RWAs), including U.S. stocks and ETFs, via an integration with Ondo Finance ONDO/USD.
Ondo Finance, which manages over $1 billion in assets, issues tokenized securities under a regulated legal framework, supported by daily third-party attestations.
Unlike typical onchain pools, its tokenized assets draw liquidity directly from traditional equity markets.
The move follows Bitget and Bitget Wallet joining Ondo's Global Markets Alliance earlier this year.
Read Next: • Federal Reserve To Host October Conference On Convergence Of Traditional And Decentralized Finance photo: Mehaniq via Shutterstock","bitget, launch, tokenized, ondo, finance, wallet, stocks, etfs, trading, 100, assets, usd, integration, corp, s, users, regulated, onchain, offerings, access, products, read, bnb, traditional, markets, launched, support, real-world, rwas, including, rwa, module, trade, representations, equities",2025-09-03,https://www.benzinga.com/crypto/cryptocurrency/25/09/47488268/bitget-bitget-wallet-launch-trading-of-100-tokenized-stocks-etfs-via-ondo-finance,benzinga,positive,0.7055,2025-09-05 09:38:24
1,private credit,MSCI Launches Private Credit Factor Model to Bring Transparency to Rapidly Growing Asset Class - Yahoo Finance,"Designed to address these challenges, the Private Credit Factor Model integrates private credit into the systematic, factor-based framework that forms the basis of modern portfolio management.
Integrate private credit into total portfolio risk reporting to support investment decisions, board level oversights, risk budgeting and strategic asset allocation.
Powered by data from over 1,500 private capital funds, the Private Credit Factor Model leverages the MSCI Private Capital Solutions taxonomy, providing detailed classification across region, strategy, and capital structure.
The Private Credit Factor Model compliments the MSCI | Moody’s Private Credit Risk Assessment tool, which focuses on default and loss probabilities and provides investors with a view on private credit’s long-term volatility and correlation with other asset classes.
-Ends- About MSCI MSCI Inc. (NYSE: MSCI) strengthens global markets by connecting participants across the financial ecosystem with a common language.","launches, bring, transparency, rapidly, growing, class, private, credit, msci, model, factor, asset, risk, investors, msci’s, portfolio, data, risks, analytics, markets, client, total, view, capital, assets, investment, service, multi-asset, modeling, suite, portfolios, insights, structural, funds, understand",2025-09-03,https://finance.yahoo.com/news/msci-launches-private-credit-factor-120000461.html,yahoo finance,negative,-0.3798,2025-09-06 09:24:27
