topic_id,search_term,title,summary,keywords,published_date,link,source,sentiment,polarity,scraped_at
1,private credit,JPMorgan’s $20 Billion EA Deal Marks Win Over Private Credit - Yahoo Finance,"(Bloomberg) — The $55 billion take-private of Electronic Arts Inc. (EA) has evoked several superlatives, including being heralded as the biggest leveraged buyout of all time.
Part of that list is JPMorgan Chase & Co.’s (JPM) $20 billion of financing — the largest debt commitment ever by a single bank for such a deal.
Normally, the buying and selling of companies by private equity firms drives a significant amount of activity in the leveraged-finance debt markets.
At the heart of the demand for new paper are collateralized loan obligations — the largest buyers of leveraged loans.
EA is being taken private by Saudi Arabia’s Public Investment Fund, Silver Lake Management and Jared Kushner’s Affinity Partners in a deal announced Monday.","jpmorgan’s, 20, marks, win, billion, deal, private, credit, ea, debt, leveraged, group, bloomberg, jpmorgan, loans, investors, million, biggest, commitment, trump, filed, business, expected, global, market, markets, deals, demand, banks, electronic, arts, buyout, s, financing, largest",2025-09-30,https://finance.yahoo.com/news/jpmorgan-20-billion-ea-check-170017458.html,yahoo finance,positive,0.128,2025-09-30 09:26:52
1,private credit,First Brands bankruptcy: the losers — and winners - Financial Times,"A required part of this site couldn’t load.
This may be due to a browser extension, network issues, or browser settings.
Please check your connection, disable any ad blockers, or try using a different browser.","client, challenge, browser, required, site, couldn’t, load, extension, network, issues, settings, check, connection, disable, ad, blockers",2025-09-30,https://www.ft.com/content/66f9bf5c-b412-4650-ab92-5b7d0d6ea002,financial times,neutral,0.031,2025-09-30 09:31:12
1,private credit,"Arixa Capital Joins iCapital® Marketplace, Expanding Access to Real Estate Private Credit - PR Newswire","LOS ANGELES, Sept. 30, 2025 /PRNewswire/ -- Arixa Capital (""Arixa""), a leading private real estate lender and alternative investment manager, announced that its retail private credit funds are now available to wealth managers, RIAs, and other financial intermediaries through the iCapital Marketplace.
""Through iCapital Marketplace, we're proud to share our real estate private credit strategies with a much wider community of investors and their advisors.""
The iCapital Marketplace launch coincides with several recent milestones for Arixa Capital: 15th anniversary of the Arixa Secured Income Fund, the firm's unlevered debt fund, which has delivered positive returns for more than 180 consecutive months.
10th anniversary of the Arixa Enhanced Income Fund, which utilizes leverage to enhance investor returns.
SOURCE Arixa Capital Advisors, LLC","joins, icapital®, expanding, access, arixa, capital, private, credit, marketplace, real, estate, investors, income, fund, funds, performance, investment, icapital, market, securities, arixa's, loan, advisors, debt, returns, billion, loans, strong, success, offer, solicitation, los, angeles, leading, lender",2025-09-30,https://www.prnewswire.com/news-releases/arixa-capital-joins-icapital-marketplace-expanding-access-to-real-estate-private-credit-302570840.html,pr newswire,positive,0.7822,2025-10-01 09:29:14
1,private credit,How the intersection of wealth management and private assets is reshaping global investing - Fortune,"Indeed, wealth management has begun to support the expansion of private assets, and vice versa, although wealth managers and GPs still need additional tools and transparency to maximize their alignment.
In a recent MSCI Wealth survey, for example, 82% of wealth managers globally said they expected to make larger allocations to private assets over the next three years.
To that end, new private investment vehicles can help wealth managers provide their clients with greater accessibility and liquidity.
Above all, wealth managers and other investors need objective risk evaluations of private credit along the lines of what they have for public equities.
They would also help promote accurate valuations of private credit so that shares of the underlying funds could trade credibly.","intersection, reshaping, investing, private, wealth, assets, global, management, managers, credit, gps, growth, investment, trillion, survey, msci, portfolios, funds, risk, investors, trends, expansion, industry, aum, 2024, held, general, end, support, transparency, larger, fixed, income, structure, private-credit",2025-09-30,https://fortune.com/2025/09/30/msci-henry-fernandez-how-private-equity-credit-real-estate-reshaping-investing/,fortune,positive,0.9108,2025-10-01 09:33:01
2,securities tokenization,SEC Pushes Plan to Make Stocks Trade Like Crypto on Blockchain - Yahoo Finance,"The U.S. Securities and Exchange Commission (SEC) is reportedly developing a plan to allow stocks to trade like crypto on the blockchain, treating shares of companies like Apple, Tesla, and Nvidia as digital tokens similar to how cryptocurrencies operate.
While the initiative has gained support from crypto exchanges and fintech platforms, it faces pushback from traditional financial institutions that profit from the existing market structure.
According to a report by The Information, the SEC is already consulting with market participants on regulatory changes that would make these tokenized securities possible.
SEC Plan to Make Stocks Trade on Blockchain Gets Nasdaq Backing Nasdaq has already submitted a rule change filing to permit listed equities and ETPs to trade in tokenized form, with the SEC’s public-comment period ending October 14.
“As powerful as blockchain technology is, it does not have magical abilities to transform the nature of the underlying asset,” she said, adding that “Tokenized securities are still securities.”","pushes, sec, stocks, trade, crypto, blockchain, plan, securities, tokenized, trading, s, exchanges, market, equities, blockchain-based, stock, tokenization, peirce, tokens, platforms, traditional, existing, nasdaq, markets, strong, commissioner, hester, assets, wall, street, wfe, letter, products, exchange, commission",2025-09-30,https://finance.yahoo.com/news/sec-pushes-plan-stocks-trade-200125153.html,yahoo finance,positive,0.8453,2025-10-01 09:33:55
5, tokenized equity,Nano Labs and TradeUP Securities Inc. Sign Strategic MoU to - GlobeNewswire,"TradeUP Securities will contribute its custody, clearing, and settlement expertise for U.S. stocks, offering regulated brokerage capabilities to support exploration of compliant tokenization models.
About Nano Labs Ltd Nano Labs Ltd is a leading Web 3.0 infrastructure and product solution provider.
Nano Labs is committed to the development of high throughput computing (“HTC”) chips and high-performance computing (“HPC”) chips.
In addition, Nano Labs has actively positioned itself in the crypto assets space, adopting BNB as its primary reserve asset.
Investor Contact: Nano Labs Ltd Email: ir@nano.cn Ascent Investor Relations LLC Tina Xiao Phone: +1-646-932-7242 Email: investors@ascent-ir.com","sign, strategic, pioneer, channels, nano, labs, securities, s, tradeup, tokenized, compliant, regulated, mou, equities, company’s, forward-looking, statements, infrastructure, solutions, tokenization, regulatory, solution, subsidiary, development, including, blockchain, potential, committed, investor, htc, hpc, information, company, leading, web",2025-09-30,https://www.globenewswire.com/news-release/2025/09/30/3158388/0/en/Nano-Labs-and-TradeUP-Securities-Inc-Sign-Strategic-MoU-to-Pioneer-Tokenized-U-S-Equities-through-Compliant-and-Regulated-Channels.html,globenewswire,positive,0.915,2025-10-01 09:45:21
5, tokenized equity,Republic plans to tokenize Animoca Brands' equity on Solana - PR Newswire,"Tokenization of Animoca Brands' equity aims to broaden investor access within a compliant regulatory framework.
Leverages Republic's full-stack infrastructure for secondary trading for existing Animoca Brands shareholders, and the opportunity for access to Animoca Brands equity.
NEW YORK, Sept. 30, 2025 /PRNewswire/ -- Republic, a leading global investment platform, today announced that it plans to tokenize equity of Animoca Brands, a global Web3 leader.
Lily Liu, President of the Solana Foundation, said: ""Tokenizing Animoca Brands' equity on Solana showcases what Internet Capital Markets make possible — instant, global access to private company ownership.
Yat Siu, Executive Chairman and Co-Founder of Animoca Brands, said: ""We are excited about Republic's initiative to tokenize the equity of Animoca Brands, a move that resonates with our core belief in democratizing ownership and access.","plans, republic, animoca, brands, equity, solana, tokenize, global, access, republic's, investment, tokenization, investors, private, companies, infrastructure, markets, leading, retail, full-stack, secondary, trading, tokens, internet, capital, platform, web3, initiative, portfolio, blockchain, digital, opportunities, market, broaden, regulatory",2025-09-30,https://www.prnewswire.com/news-releases/republic-plans-to-tokenize-animoca-brands-equity-on-solana-302570541.html,pr newswire,positive,0.877,2025-10-02 09:43:25
1,private credit,JPMorgan Files Plans to Put Private Credit Into an ETF Wrapper - Yahoo Finance,"JPMorgan Chase & Co. is the latest issuer attempting to fit private credit assets into a retail-friendly exchange-traded fund vehicle.
“The US corporate credit market is increasingly converging, as issuers move fluidly between public bonds and private credit,” Laskowitz, the firm’s global head of private markets and customized solutions, said in a statement.
“Investors are increasingly interested in investing actively across the public and private credit spectrum.” A ticker and fee for the ETF were not yet listed.
State Street Corp.’s SPDR SSGA IG Public & Private Credit ETF (ticker PRIV), which launched amid controversy in late February, has seen muted demand since its debut.
At the start of September, the issuer debuted its Short Duration IG Public & Private Credit ETF under the ticker PRSD.","files, plans, wrapper, private, credit, jpmorgan, etf, public, assets, actively, invest, markets, filing, increasingly, investors, ticker, issuer, fund, filed, bank, managed, debt, total, securities, 15, etf’s, investments, trillion, industry, asset, laskowitz, issuers, statement, record, ig",2025-09-30,https://finance.yahoo.com/news/jpmorgan-files-plans-put-private-120710603.html,yahoo finance,positive,0.6793,2025-10-03 09:26:09
5, tokenized equity,Nano Labs and TradeUP Securities Inc. Sign Strategic MoU to - GlobeNewswire,"TradeUP Securities will contribute its custody, clearing, and settlement expertise for U.S. stocks, offering regulated brokerage capabilities to support exploration of compliant tokenization models.
About Nano Labs Ltd Nano Labs Ltd is a leading Web 3.0 infrastructure and product solution provider.
Nano Labs is committed to the development of high throughput computing (“HTC”) chips and high-performance computing (“HPC”) chips.
In addition, Nano Labs has actively positioned itself in the crypto assets space, adopting BNB as its primary reserve asset.
Investor Contact: Nano Labs Ltd Email: ir@nano.cn Ascent Investor Relations LLC Tina Xiao Phone: +1-646-932-7242 Email: investors@ascent-ir.com","sign, strategic, pioneer, channels, nano, labs, securities, s, tradeup, tokenized, compliant, regulated, mou, equities, company’s, forward-looking, statements, infrastructure, solutions, tokenization, regulatory, solution, subsidiary, development, including, blockchain, potential, committed, investor, htc, hpc, information, company, leading, web",2025-09-30,https://www.globenewswire.com/de/news-release/2025/09/30/3158388/0/en/Nano-Labs-and-TradeUP-Securities-Inc-Sign-Strategic-MoU-to-Pioneer-Tokenized-U-S-Equities-through-Compliant-and-Regulated-Channels.html,globenewswire,positive,0.915,2025-10-03 09:43:53
5, tokenized equity,Republic to Tokenize Equity in Web3 Giant Animoca Brands for Global Investors - Yahoo Finance,"In this article: Republic has announced plans to tokenize equity in Animoca Brands, a move that opens the door for global investors to gain exposure to one of the most active players in the Web3 space.
Key Takeaways: Republic will tokenize equity in Animoca Brands to open access for global investors.
Animoca Brands, known for its portfolio of over 600 Web3 investments, including The Sandbox, Axie Infinity, and OpenSea, remains privately held.
“Tokenizing Animoca Brands’ equity on Solana showcases what Internet Capital Markets can enable — fast, global access to private company ownership.
Read original story Republic to Tokenize Equity in Web3 Giant Animoca Brands for Global Investors by Amin Ayan at Cryptonews.com Recommended Stories","giant, animoca, equity, brands, global, republic, investors, web3, tokenize, access, tokenized, market, solana, republic’s, blockchain, private, tokenization, issued, shares, marketplace, retail, institutional, markets, trillion, distributed, directly, users, wallets, exposure, aims, bring, infrastructure, digital, tokens, ownership",2025-09-30,https://finance.yahoo.com/news/republic-tokenize-equity-web3-giant-105659720.html,yahoo finance,positive,0.2846,2025-10-04 09:40:00
